h	k	l	d(Å)	F(real)	F(imag)	|F|	2θ	I	M	ID(λ)	Phase
-4	5	3	0.855745	17.102025	8.574838	19.1313	128.35481	0.2581	1	1	1
5	4	-3	0.855745	-17.10203	-8.574838	19.1313	128.35481	0.2581	1	1	1
4	5	-3	0.855745	-17.102028	-8.574839	19.1313	128.35481	0.2581	1	1	1
5	-4	3	0.855745	-17.102026	-8.574838	19.1313	128.35481	0.2581	1	1	1
4	-5	3	0.855745	-17.102025	-8.574836	19.1313	128.35481	0.2581	1	1	1
-5	4	3	0.855745	-17.102027	-8.574837	19.1313	128.35481	0.2581	1	1	1
-4	5	-3	0.855745	-17.102025	-8.57484	19.1313	128.35481	0.2581	1	1	1
4	-5	-3	0.855745	17.102025	8.574839	19.1313	128.35481	0.2581	1	1	1
-5	-4	3	0.855745	-17.10203	-8.574839	19.1313	128.35481	0.2581	1	1	1
-5	4	-3	0.855745	-17.102026	-8.574838	19.1313	128.35481	0.2581	1	1	1
-4	-5	3	0.855745	-17.102028	-8.574838	19.1313	128.35481	0.2581	1	1	1
5	4	3	0.855745	-17.102033	-8.574837	19.1313	128.35481	0.2581	1	1	1
4	5	3	0.855745	17.102029	8.574839	19.1313	128.35481	0.2581	1	1	1
-5	-4	-3	0.855745	-17.102033	-8.574839	19.1313	128.35481	0.2581	1	1	1
-4	-5	-3	0.855745	17.102029	8.574838	19.1313	128.35481	0.2581	1	1	1
5	-4	-3	0.855745	-17.102027	-8.574839	19.1313	128.35481	0.2581	1	1	1
